heading_area_m2,heading_length_m,explosive_kg,fan_capacity_m3s,duct_distance_from_face_m,temperature_c,humidity_pct,initial_co_ppm,initial_nox_ppm,safe_reentry_time_mins
11.1,99.6,110.0,11.6,12.5,34.0,73.3,1621.0,445.88,34.9
20.5,92.0,39.6,16.0,14.9,30.4,88.6,333.0,55.93,15.0
23.5,121.1,83.0,8.5,16.6,32.4,72.8,443.0,156.83,76.5
11.9,63.9,49.6,17.2,8.8,33.4,81.1,1392.0,343.17,15.0
12.8,72.4,52.1,13.8,23.0,29.6,81.2,1199.0,219.83,25.0
24.5,137.3,54.3,8.2,18.5,36.9,72.8,401.0,87.16,96.5
11.9,143.6,76.4,8.6,17.7,26.7,91.7,849.0,133.7,46.5
22.7,137.1,36.1,14.4,7.0,33.7,77.6,213.0,24.07,20.1
16.9,80.3,77.7,17.4,17.1,25.1,76.3,1218.0,256.69,16.6
13.0,123.6,91.4,11.2,7.4,37.0,94.9,1327.0,218.64,23.5
22.9,87.2,88.0,8.9,6.6,26.5,77.3,1073.0,187.93,30.8
16.1,89.7,75.9,18.0,15.5,26.2,66.2,1209.0,293.84,26.3
17.2,54.6,130.7,15.0,13.1,29.3,78.0,2677.0,817.09,15.0
14.7,100.9,47.4,11.7,16.8,29.9,88.5,680.0,144.62,23.9
18.5,52.3,90.7,12.3,6.8,27.8,87.2,2208.0,473.89,24.3
11.6,69.8,37.4,8.1,13.6,32.6,87.6,919.0,107.86,15.0
15.3,132.6,38.5,14.4,8.5,30.8,84.8,327.0,50.34,23.7
24.5,54.8,98.9,10.4,24.7,25.4,68.9,1228.0,362.75,44.0
13.1,38.5,97.9,19.9,16.2,29.2,90.2,2903.0,720.93,15.0
19.5,38.3,135.4,12.2,18.7,35.5,91.3,4021.0,685.88,23.9
14.2,142.9,96.9,12.3,11.5,34.0,66.8,770.0,154.5,18.4
21.4,90.8,145.2,13.5,6.9,34.4,64.6,1304.0,331.2,29.9
11.1,79.1,35.8,18.8,24.5,34.1,94.1,734.0,111.9,17.9
24.5,127.3,41.8,17.0,10.7,29.0,90.4,276.0,60.31,17.4
16.3,130.3,35.3,11.8,13.5,26.3,91.3,316.0,44.89,16.4
12.8,69.9,52.2,15.8,18.0,28.5,91.0,1273.0,131.97,15.0
10.2,113.2,95.0,13.8,5.5,35.8,79.0,1282.0,273.7,15.0
11.7,122.5,107.5,12.4,21.2,37.7,82.6,1216.0,218.93,53.8
17.3,108.6,35.5,7.9,15.7,31.4,79.1,377.0,104.83,34.6
14.4,48.2,143.5,12.0,10.6,25.1,61.8,3801.0,459.33,16.0
22.3,135.1,131.1,8.7,6.2,26.8,86.1,783.0,117.93,74.6
15.9,94.7,65.6,18.7,8.2,29.2,77.7,683.0,182.82,15.0
13.0,63.9,39.3,10.0,22.9,32.5,82.7,1134.0,185.78,32.9
18.9,81.0,50.4,19.3,18.7,26.0,77.6,722.0,71.94,19.3
20.3,34.5,45.2,13.0,10.0,37.3,77.2,1047.0,130.96,15.0
11.7,45.3,44.8,14.5,6.3,29.7,66.0,1325.0,503.75,15.0
11.7,121.9,92.2,13.1,18.8,36.9,69.8,1603.0,300.29,36.6
9.6,30.0,59.5,6.9,16.4,35.1,65.6,4512.0,716.14,15.0
20.8,80.0,73.0,10.6,13.1,34.8,66.8,842.0,170.41,34.2
19.6,92.7,148.7,6.5,12.3,32.9,94.1,1800.0,250.74,49.9
16.6,36.6,112.1,14.3,9.3,33.1,65.4,4170.0,624.61,15.0
22.5,146.8,143.9,11.7,18.4,33.3,69.4,993.0,200.19,61.6
21.9,57.1,47.1,16.7,24.4,33.2,80.7,745.0,208.33,28.9
18.4,66.5,75.9,8.3,8.5,32.2,81.4,1199.0,169.96,41.5
22.9,66.5,96.6,7.5,16.9,37.8,65.4,959.0,340.23,72.0
12.3,57.6,39.2,11.1,13.5,34.5,87.8,1343.0,137.55,15.0
10.8,30.2,30.5,18.9,13.9,35.1,87.5,1970.0,267.9,15.0
13.3,117.5,110.5,15.7,10.1,36.3,68.3,1202.0,151.66,15.0
9.9,146.0,107.0,11.3,21.5,27.8,70.1,1789.0,189.5,30.0
17.5,56.9,79.3,12.8,14.7,26.1,92.8,1923.0,451.37,21.2
24.0,109.6,88.8,6.3,15.9,31.3,88.9,841.0,129.61,120.0
9.6,119.0,79.9,19.8,11.1,31.7,84.4,1654.0,160.98,15.0
11.0,131.8,32.9,15.0,8.6,35.8,62.9,569.0,132.97,15.0
16.2,80.7,70.2,9.3,6.7,30.8,74.6,935.0,295.68,17.1
23.9,66.4,51.2,13.8,19.3,32.4,79.6,756.0,161.91,28.7
14.1,69.0,41.8,6.6,8.9,31.9,66.6,1001.0,247.02,15.6
17.1,115.5,144.8,19.5,18.8,25.5,75.7,1268.0,210.97,15.7
9.7,128.0,101.9,7.6,12.8,33.0,81.0,1317.0,440.35,33.0
11.4,51.8,117.4,14.7,13.3,35.8,71.5,4943.0,948.95,15.0
24.8,74.5,67.8,8.7,14.4,27.0,87.3,660.0,201.27,45.3
24.4,138.2,77.2,15.8,12.4,32.7,89.4,542.0,118.5,51.4
9.1,126.8,58.4,16.7,7.0,32.7,71.3,763.0,171.85,15.0
24.2,148.2,41.6,15.1,11.2,27.1,89.4,176.0,59.12,29.1
19.2,120.5,51.5,14.2,18.3,26.6,63.6,437.0,67.77,36.3
22.9,77.2,125.7,18.4,18.3,37.7,89.3,1237.0,235.85,23.3
16.3,100.9,111.3,6.2,10.7,30.1,65.3,1485.0,164.85,64.1
17.2,109.3,95.6,10.0,14.2,28.0,62.9,1048.0,291.11,41.4
16.8,39.4,87.0,8.7,8.9,27.2,82.5,2070.0,415.23,18.9
19.7,95.3,140.7,19.8,9.2,33.7,76.5,1247.0,306.28,23.0
11.2,115.1,38.7,10.8,5.5,32.9,91.8,565.0,106.77,21.9
9.5,50.1,63.7,16.0,22.9,33.4,72.7,2261.0,783.25,15.0
13.9,123.7,72.0,15.3,9.2,26.1,70.1,958.0,139.61,15.0
20.3,100.1,123.9,8.2,9.6,36.6,77.5,1170.0,312.34,32.7
12.2,144.3,149.1,8.6,10.6,30.1,76.0,1347.0,458.18,47.6
19.8,35.1,58.9,9.2,7.5,29.1,72.1,1684.0,317.55,15.0
24.5,61.8,134.9,11.2,17.8,31.0,84.3,1416.0,312.57,36.6
10.5,102.2,129.7,8.5,6.5,30.1,86.6,1968.0,603.06,34.4
19.8,65.6,57.0,5.3,7.7,36.2,89.9,764.0,248.36,59.8
16.1,115.7,77.9,18.2,17.9,37.1,94.0,987.0,209.92,31.9
22.9,121.1,79.2,19.5,11.8,28.9,69.3,693.0,83.07,24.6
11.8,42.3,147.4,10.1,19.2,36.2,85.1,6849.0,1634.92,15.0
20.1,91.7,51.7,10.1,16.1,35.2,73.8,515.0,99.73,49.2
22.4,91.1,125.9,5.1,10.1,37.1,83.7,1093.0,265.58,87.4
24.1,74.3,70.1,15.2,18.0,28.2,76.7,802.0,208.34,29.1
19.9,142.0,117.7,17.4,7.3,32.5,94.8,924.0,114.55,25.1
17.0,129.3,80.4,7.2,15.7,28.6,85.5,914.0,188.44,61.8
18.9,113.7,99.4,7.4,13.7,35.7,93.3,756.0,203.04,82.3
22.9,115.7,129.9,16.9,10.4,25.1,89.2,759.0,273.2,24.7
18.1,85.4,126.5,14.2,17.1,32.3,91.6,1793.0,219.59,30.8
9.5,140.5,134.0,5.7,22.4,29.4,88.5,2344.0,370.13,81.1
23.9,113.4,37.2,14.3,25.0,29.2,76.1,322.0,73.13,35.5
20.0,117.5,113.0,9.6,17.2,33.4,68.8,1046.0,99.77,38.4
19.8,133.4,46.8,10.5,13.1,36.1,73.0,434.0,43.33,21.3
12.5,62.9,79.9,16.5,9.5,32.9,60.7,2052.0,608.39,15.0
19.5,126.8,95.8,17.2,10.1,36.1,78.3,933.0,120.68,22.0
15.3,53.4,78.3,11.0,14.6,28.4,77.7,2364.0,565.48,21.3
19.4,71.4,92.4,19.2,12.3,31.8,78.4,1562.0,181.74,15.0
10.7,70.3,149.6,11.1,23.3,30.9,94.1,3598.0,684.85,17.4
19.5,147.4,46.2,16.6,12.4,25.2,91.9,272.0,80.48,37.7
25.0,132.8,111.1,12.3,12.5,32.2,65.7,685.0,154.99,47.0
9.8,114.1,77.5,18.5,12.7,33.6,72.9,1357.0,300.58,15.0
24.6,117.2,46.0,18.6,21.7,32.7,74.8,378.0,65.55,33.1
15.5,97.4,49.0,6.3,18.0,34.6,72.6,519.0,174.38,56.4
22.9,143.7,143.9,19.0,17.3,32.4,87.9,768.0,128.43,37.7
21.5,89.6,135.6,17.4,11.7,25.9,78.3,1584.0,265.19,21.4
18.1,75.7,138.8,16.9,21.4,26.5,80.0,1620.0,266.22,15.3
20.8,49.6,149.0,8.0,5.8,32.8,89.9,2629.0,633.05,23.8
23.1,124.3,55.0,17.1,22.4,28.6,88.2,362.0,57.59,40.2
15.5,118.1,72.7,17.8,15.3,26.0,64.6,844.0,132.63,26.0
14.2,76.1,110.3,9.3,13.0,30.6,85.0,1688.0,395.54,45.6
19.7,33.0,88.1,19.3,14.9,32.2,75.2,3198.0,285.47,15.0
21.9,130.7,80.2,5.7,18.3,29.3,70.3,545.0,66.28,76.6
21.2,31.4,72.9,7.2,5.3,34.4,61.8,2651.0,520.34,26.0
21.8,114.4,101.3,13.1,22.4,33.4,77.1,800.0,151.05,39.7
16.0,146.4,99.1,13.6,13.9,29.3,72.4,752.0,231.29,22.3
22.1,82.5,49.4,14.7,11.9,34.8,68.8,445.0,129.47,25.1
10.9,58.2,86.6,5.3,7.8,33.4,84.3,2049.0,276.9,25.6
17.7,114.6,96.4,19.4,13.8,33.3,86.9,965.0,212.21,15.0
9.1,128.1,98.4,5.7,14.9,32.2,68.6,1359.0,200.78,46.8
14.2,95.6,55.2,7.1,13.1,25.1,61.7,770.0,208.55,31.5
14.9,146.0,119.1,5.2,18.6,34.1,89.7,1146.0,327.26,119.0
15.3,36.2,33.0,13.5,13.4,29.9,60.3,1056.0,245.32,15.0
20.1,90.6,72.6,19.0,24.2,37.3,92.8,667.0,188.36,33.6
15.2,116.2,123.6,15.0,17.0,35.6,82.0,1590.0,206.17,27.5
16.2,133.5,97.7,17.3,21.1,32.6,71.3,1106.0,169.56,26.2
12.8,51.5,61.3,5.2,7.2,28.3,68.6,1489.0,504.61,21.1
15.0,126.0,113.4,13.1,12.9,27.6,60.3,995.0,160.47,23.1
12.6,96.3,98.1,11.9,11.7,29.4,68.2,1982.0,246.76,26.2
10.2,77.6,125.5,12.5,16.4,31.2,64.8,2447.0,601.66,20.8
18.7,45.8,118.2,6.1,22.2,28.8,81.4,3427.0,670.75,46.9
19.7,133.8,103.2,15.3,6.6,31.7,65.8,589.0,137.21,19.4
18.9,48.9,88.6,12.5,6.5,27.1,78.5,2275.0,547.33,19.0
16.4,67.2,46.0,16.5,22.0,37.7,80.7,754.0,99.15,22.8
15.1,64.8,61.4,12.3,9.3,26.4,70.4,1531.0,218.75,15.0
22.8,134.6,80.3,7.2,18.4,37.1,61.2,475.0,126.48,101.9
